氏名,氏名（カタカナ）,生年月日,出身地
大塚秀加,オオツカヒデカ,1997-05-02,栃木県
安井春代,ヤスイハルヨ,1960-03-31,大阪府
橋口幹雄,ハシグチミキオ,1997-02-03,愛媛県
岩谷元彦,イワタニモトヒコ,1980-05-11,栃木県
石沢奈美,イシザワナミ,1978-07-12,和歌山県
赤井優来,アカイユラ,1977-02-09,熊本県
重松登,シゲマツノボル,1971-10-26,三重県
田中優月,タナカユヅキ,1973-07-03,和歌山県
高山宏,タカヤマヒロシ,1966-06-23,鳥取県
寺内康雄,テラウチヤスオ,1996-01-06,佐賀県
塩見舞,シオミマイ,1981-10-13,鹿児島県
矢口紗和,ヤグチサワ,1969-08-29,島根県
花田珠希,ハナダタマキ,1989-12-23,山梨県
福地喜作,フクチキサク,1963-07-19,福島県
植松和花,ウエマツノドカ,1987-01-29,熊本県
古河史郎,フルカワシロウ,1964-10-15,岐阜県
今向日葵,コンヒマリ,1977-03-01,滋賀県
前原知世,マエハラトモヨ,1992-03-13,神奈川県
北沢悦夫,キタザワエツオ,1958-01-17,富山県
村松辰二,ムラマツタツジ,1997-05-22,岡山県
柴崎栄太郎,シバザキエイタロウ,1984-07-17,群馬県
住田彩,スミダアヤ,1982-12-13,埼玉県
沖田晃年,オキタアキトシ,1965-07-28,大分県
竹中亀吉,タケナカカメキチ,1978-06-08,熊本県
瀬尾篤彦,セオアツヒコ,1962-12-13,岐阜県
脇田善四郎,ワキタゼンシロウ,1967-05-30,和歌山県
岩下沙羅,イワシタサラ,1985-07-23,徳島県
米倉宏,ヨネクラヒロシ,1993-08-14,熊本県
北沢秀夫,キタザワヒデオ,1984-07-27,福島県
嶋田俊幸,シマダトシユキ,1963-11-04,東京都
佐野和男,サノカズオ,1986-07-19,鳥取県
森島光,モリシマヒカル,1970-07-17,鹿児島県
小村雄三,コムラユウゾウ,1977-07-18,岡山県
森美月,モリミヅキ,1963-05-30,栃木県
坂元桜花,サカモトオウカ,1963-05-12,埼玉県
杉原幸子,スギハラサチコ,1972-10-11,福井県
西尾康治,ニシオコウジ,1967-01-15,岐阜県
前川乃亜,マエカワノア,1990-12-04,静岡県
野呂英人,ノロヒデト,1983-10-18,熊本県
篠田香澄,シノダカスミ,1992-02-25,熊本県
稲葉和,イナバノドカ,1993-12-01,長野県
中本陽花,ナカモトハルカ,1982-07-17,愛媛県
仲田政弘,ナカダマサヒロ,1972-03-14,千葉県
野口直吉,ノグチナオキチ,1960-09-16,千葉県
山川義光,ヤマカワヨシミツ,1986-02-28,山梨県
榎本彰英,エノモトアキヒデ,1960-07-16,奈良県
中塚真理,ナカツカマリ,1966-01-25,神奈川県
柳沢里歌,ヤナギサワリカ,1980-04-14,石川県
山脇麻理子,ヤマワキマリコ,1987-03-14,石川県
金森久子,カナモリヒサコ,1989-08-15,鳥取県
狩野恵理,カノウエリ,1977-11-05,大阪府
坂下藍子,サカシタアイコ,1959-08-14,愛知県
野本亜衣,ノモトアイ,1961-09-17,滋賀県
下川文香,シモカワフミカ,1966-02-19,山形県
浜田史織,ハマダシオリ,1994-05-05,福島県
高柳正三,タカヤナギショウゾウ,1985-02-05,宮崎県
橘務,タチバナツトム,1964-01-25,宮城県
滝沢克巳,タキザワカツミ,1978-10-28,長野県
岡田棟上,オカダトウジョウ,1964-05-28,青森県
荒井桂子,アライケイコ,1994-12-28,熊本県
志村薫理,シムラカオリ,1968-09-26,新潟県
中西真,ナカニシマコト,1991-10-07,北海道
根本良一,ネモトリョウイチ,1966-12-02,新潟県
武井真結,タケイマユ,1975-03-17,島根県
三輪朋之,ミワトモユキ,1992-05-16,大阪府
青木道春,アオキミチハル,1979-02-27,京都府
竹下里桜,タケシタリオ,1978-01-12,富山県
大槻明雄,オオツキアキオ,1961-01-25,鹿児島県
平賀栄三郎,ヒラガエイザブロウ,1994-06-16,宮崎県
小幡利吉,オバタリキチ,1990-05-15,秋田県
木内楓花,キウチフウカ,1986-05-17,岡山県
小栗陽華,オグリハルカ,1963-02-21,栃木県
仲村博美,ナカムラヒロミ,1980-12-12,沖縄県
猪俣誠子,イノマタマサコ,1983-08-24,長野県
山内克哉,ヤマウチカツヤ,1970-05-10,奈良県
有田文雄,アリタフミオ,1996-09-30,宮城県
村岡時雄,ムラオカトキオ,1988-05-15,長野県
横田孝男,ヨコタタカオ,1961-01-18,徳島県
浅井優花,アサイユカ,1965-03-12,長崎県
森島慎一郎,モリシマシンイチロウ,1959-06-24,群馬県
若林沙羅,ワカバヤシサラ,1973-03-02,静岡県
田尻寛治,タジリカンジ,1968-10-30,石川県
柳田砂登子,ヤナギダサトコ,1970-11-25,栃木県
白木敏哉,シラキトシヤ,1971-12-02,和歌山県
葛西啓二,カサイケイジ,1976-10-14,秋田県
町田桃香,マチダモモカ,1987-08-27,石川県
井村理津子,イムラリツコ,1981-12-25,和歌山県
中川麗華,ナカガワレイカ,1974-01-05,島根県
宮島和幸,ミヤジマカズユキ,1983-06-17,長野県
南田智美,ミナミダサトミ,1977-10-10,愛媛県
平賀忠,ヒラガタダシ,1992-03-16,秋田県
白木哲夫,シラキテツオ,1984-11-13,山口県
市原安雄,イチハラヤスオ,1981-09-23,鳥取県
船橋紫苑,フナバシシオン,1959-07-31,岡山県
小森宏美,コモリヒロミ,1962-07-06,兵庫県
小沼利忠,オヌマトシタダ,1994-01-25,熊本県
三田美博,ミタヨシヒロ,1964-05-09,滋賀県
福岡千夏,フクオカチナツ,1960-05-09,群馬県
田川利郎,タガワトシロウ,1995-11-18,神奈川県
住田静子,スミダシズコ,1967-11-23,青森県
黒川充,クロカワミツル,1979-03-25,徳島県
谷本敬二,タニモトケイジ,1993-05-18,愛媛県
谷口梨紗,タニグチリサ,1973-11-27,青森県
久米一彦,クメカズヒコ,1991-10-05,京都府
大塚立哉,オオツカタツヤ,1986-04-08,群馬県
小出裕次郎,オデユウジロウ,1978-07-27,和歌山県
浜佳奈子,ハマカナコ,1992-07-31,山梨県
大貫琉奈,オオヌキルナ,1971-03-07,奈良県
天野智恵子,アマノチエコ,1968-03-18,熊本県
内田美佐子,ウチダミサコ,1988-01-14,鹿児島県
小宮順一,コミヤジュンイチ,1963-04-15,京都府
末永昌之,スエナガマサユキ,1981-01-08,徳島県
浜田七菜,ハマダナナ,1988-05-04,福岡県
下山康生,シモヤマヤスオ,1997-12-15,岐阜県
小久保寅男,コクボトラオ,1968-05-12,福岡県
岩瀬政吉,イワセマサキチ,1987-12-18,福島県
岡志郎,オカシロウ,1983-07-13,鳥取県
村瀬莉緒,ムラセリオ,1968-07-01,奈良県
紺野重樹,コンノシゲキ,1981-09-19,山口県
須藤徳男,スドウトクオ,1991-12-30,茨城県
神田立哉,カンダタツヤ,1993-10-29,佐賀県
豊田真吉,トヨダシンキチ,1965-01-31,滋賀県
飛田茂男,トビタシゲオ,1991-10-04,鳥取県
本田公雄,ホンダキミオ,1987-11-14,三重県
須田俊郎,スダトシロウ,1979-10-08,長野県
木下貴史,キノシタタカシ,1973-08-06,高知県
竹下貴士,タケシタタカシ,1960-12-29,福井県
平原莉緒,ヒラハラリオ,1969-10-04,島根県
山形瑠璃,ヤマガタルリ,1969-07-11,千葉県
藤原俊史,フジワラトシフミ,1984-05-01,山形県
今野莉央,コンノリオ,1990-10-10,和歌山県
多田心,オオタココロ,1973-12-26,神奈川県
高岡実咲,タカオカミサキ,1996-08-07,高知県
上山達徳,カミヤマタツノリ,1987-07-17,栃木県
米田典子,ヨネダノリコ,1960-03-04,島根県
飯野夏帆,イイノカホ,1984-08-15,栃木県
国分絢音,コクブアヤネ,1997-01-02,富山県
中塚一朗,ナカツカイチロウ,1981-02-23,鳥取県
西野宗一,ニシノソウイチ,1988-11-22,静岡県
大崎沙弥,オオサキサヤ,1985-01-09,富山県
湯川心春,ユカワコハル,1966-10-14,奈良県
藤谷健史,フジタニタケシ,1988-12-06,広島県
小出泰男,オデヤスオ,1966-03-20,奈良県
藤岡龍雄,フジオカタツオ,1994-11-09,兵庫県
花田綾花,ハナダアヤカ,1964-10-14,青森県
柴崎明雄,シバザキアキオ,1961-04-22,愛知県
武田隆司,タケダタカシ,1975-06-23,青森県
田端久,タバタヒサシ,1971-07-06,大分県
神田達,カンダトオル,1970-10-01,茨城県
保田喜市,ヤスダキイチ,1964-09-25,山口県
内海真尋,ウツミマヒロ,1983-09-24,広島県
三田美希,ミタミキ,1977-02-04,千葉県
有田琉那,アリタルナ,1992-10-17,群馬県
山城静男,ヤマシロシズオ,1977-03-21,滋賀県
米田賢一,ヨネダケンイチ,1992-07-28,福島県
藤野久寛,フジノヒサヒロ,1993-10-02,長崎県
高坂慶太,コウサカケイタ,1986-10-14,北海道
藤木茉央,フジキマオ,1973-05-16,茨城県
今野国雄,コンノクニオ,1967-06-17,群馬県
細田清三,ホソダセイゾウ,1964-09-22,佐賀県
寺本慎一郎,テラモトシンイチロウ,1972-09-28,栃木県
大内誠一郎,オウウチセイイチロウ,1995-11-23,静岡県
森口祐奈,モリグチユウナ,1972-06-10,山口県
李結愛,リユア,1963-09-04,愛媛県
梅沢美央,ウメザワミオ,1970-08-02,香川県
三浦健司,ミウラケンジ,1978-04-21,埼玉県
栗田亜希子,クリタアキコ,1967-09-30,千葉県
松尾友治,マツオトモジ,1994-04-19,群馬県
小栗菜央,オグリナオ,1986-06-17,岡山県
矢沢常雄,ヤザワツネオ,1960-11-07,長崎県
古市遥花,フルイチハルカ,1972-01-02,佐賀県
保坂喜三郎,ホサカキサブロウ,1973-07-01,青森県
相川亜矢子,アイカワアヤコ,1975-05-17,岩手県
町田五郎,マチダゴロウ,1978-08-14,佐賀県
滝田伸子,タキタノブコ,1980-01-02,山形県
奥山昌宏,オクヤママサヒロ,1976-11-02,鹿児島県
富岡涼音,トミオカスズネ,1960-05-04,新潟県
那須和正,ナスカズマサ,1990-08-16,静岡県
藤原道春,フジワラミチハル,1979-01-29,岩手県
白鳥宏行,シラトリヒロユキ,1982-03-16,和歌山県
宇田川望美,ウダガワノゾミ,1975-12-14,東京都
早坂清人,ハヤサカキヨト,1988-06-28,大分県
松浦恵美子,マツウラエミコ,1989-10-12,奈良県
露木美保,ツユキミホ,1976-11-30,神奈川県
安東猛,アンドウタケシ,1982-08-03,神奈川県
立川一二三,タチカワヒフミ,1990-05-01,埼玉県
井田晴菜,イダハルナ,1969-12-02,島根県
野間千恵子,ノマチエコ,1982-08-17,岩手県
小出敏行,オデトシユキ,1965-08-28,新潟県
三村満,ミムラミツル,1975-04-20,高知県
清水優子,キヨミズユウコ,1996-12-09,大分県
浦野彩音,ウラノアヤネ,1964-10-27,香川県
小笠原亜希,オガサワラアキ,1978-11-16,群馬県
川辺風花,カワベフウカ,1980-04-30,愛知県
遠山博子,トオヤマヒロコ,1990-03-26,和歌山県
竹村米子,タケムラヨネコ,1966-09-11,新潟県
関口佐一,セキグチサイチ,1983-12-15,石川県
菅原賢二,スガハラケンジ,1985-11-29,沖縄県
福岡達男,フクオカタツオ,1977-11-19,岡山県
岩谷敏雄,イワタニトシオ,1971-06-16,福井県
大橋慎一,オオハシシンイチ,1976-07-08,奈良県
市村麻巳子,イチムラマミコ,1988-12-04,長崎県
奥野文彦,オクノフミヒコ,1978-08-19,和歌山県
河口和秀,カワグチカズヒデ,1962-12-18,秋田県
野中律子,ノナカリツコ,1989-10-19,青森県
大原博美,オオハラヒロミ,1984-11-08,秋田県
上野里美,アガノサトミ,1997-03-30,群馬県
仲村公子,ナカムラキミコ,1987-01-23,三重県
安達由希子,アダチユキコ,1990-09-10,宮城県
山脇季衣,ヤマワキトシエ,1985-09-28,熊本県
猪股信子,イノマタノブコ,1990-02-19,茨城県
福田年昭,フクダトシアキ,1994-06-18,愛知県
松元寅雄,マツモトトラオ,1977-07-06,長崎県
唐沢美智代,カラサワミチヨ,1962-10-02,石川県
森島菜穂,モリシマナホ,1962-04-08,徳島県
坂東忠夫,バンドウタダオ,1974-02-28,秋田県
橋爪道男,ハシヅメミチオ,1990-03-12,宮城県
小松重義,コマツシゲヨシ,1983-07-07,群馬県
植田弓月,ウエダユヅキ,1985-03-06,香川県
吉岡栄美,ヨシオカエミ,1971-07-21,愛知県
竹本伊都子,タケモトイツコ,1959-09-26,高知県
佐々木武志,ササキタケシ,1960-01-23,奈良県
石村利夫,イシムラトシオ,1995-01-03,宮崎県
長岡由真,ナガオカユマ,1969-12-23,群馬県
山岡恒夫,ヤマオカツネオ,1969-04-20,佐賀県
水上佳奈,ミズカミヨシナ,1978-01-04,和歌山県
荒井恵理,アライエリ,1984-07-06,香川県
甲斐正一,カイショウイチ,1969-03-17,大分県
矢吹勝美,ヤブキカツミ,1959-03-04,滋賀県
中嶋怜,ナカジマレイ,1992-07-05,宮崎県
白石桃華,シライシモモカ,1984-06-07,静岡県
伏見玲子,フシミレイコ,1969-10-01,福島県
溝口日出夫,ミゾグチヒデオ,1972-04-08,福岡県
重松大和,シゲマツヤマト,1961-09-23,高知県
池谷灯,イケタニアカリ,1987-11-30,沖縄県
羽田政吉,ハタマサキチ,1989-05-10,富山県
竹村和義,タケムラカズヨシ,1972-08-17,石川県
日比野卓雄,ヒビノタクオ,1973-09-11,千葉県
堤香,ツツミカオル,1968-01-19,秋田県
赤羽優芽,アカバネユメ,1964-08-25,岩手県
布施晴夫,フセハルオ,1980-10-06,山口県
飯塚洋一,イイヅカヨウイチ,1984-04-30,大分県
根本信次,ネモトシンジ,1985-06-21,岐阜県
松浦耕一,マツウラコウイチ,1958-02-03,千葉県
脇田香帆,ワキタカホ,1978-06-18,鳥取県
立石龍一,タテイシリュウイチ,1981-11-08,神奈川県
山野花鈴,ヤマノカリン,1970-03-10,奈良県
陳凪,チンナギ,1958-10-29,新潟県
藤村貞行,フジムラサダユキ,1991-09-09,千葉県
堀越富士雄,ホリコシフジオ,1976-05-26,千葉県
沢田紀子,サワダノリコ,1965-04-13,鹿児島県
田尻更紗,タジリサラサ,1996-08-15,福井県
横井志穂,ヨコイシホ,1986-08-21,奈良県
鮫島暁子,サメジマアキコ,1964-05-08,鹿児島県
及川邦子,オイカワクニコ,1972-02-28,東京都
浜田尚美,ハマダナオミ,1987-02-20,大阪府
浜口義孝,ハマグチヨシタカ,1971-01-28,長崎県
伊東玲,イトウレイ,1966-08-31,静岡県
滋賀俊光,シガトシミツ,1990-04-29,北海道
末永日向,スエナガヒナタ,1977-02-15,鹿児島県
安部哲男,アベテツオ,1982-09-25,三重県
野口朝子,ノグチトモコ,1983-09-29,鹿児島県
久保鈴音,クボスズネ,1997-12-11,三重県
野中慶太,ノナカケイタ,1983-07-08,鹿児島県
高原頼子,タカハラヨリコ,1996-11-08,茨城県
吉沢勝久,ヨシザワカツヒサ,1958-05-21,富山県
名取怜子,ナトリレイコ,1967-01-22,福岡県
紺野和臣,コンノカズオミ,1977-08-09,秋田県
菊田陽菜子,キクタヒナコ,1986-03-05,香川県
木原裕美子,キハラユミコ,1982-08-31,大分県
鵜飼羽菜,ウカイハナ,1982-05-01,北海道
藤野美結,フジノミユ,1985-04-11,岩手県
野崎寿子,ノザキトシコ,1966-01-21,福岡県
唐沢公彦,カラサワキミヒコ,1972-03-24,富山県
相良栄三郎,サガラエイザブロウ,1973-12-11,兵庫県
細野政勝,ホソノマサカツ,1969-01-21,静岡県
西村裕紀,ニシムラユキ,1963-02-13,宮城県
浜隆之,ハマタカユキ,1987-03-09,滋賀県
森本奏,モリモトカナデ,1979-09-10,沖縄県
塩谷亜紀子,シオタニアキコ,1985-09-11,高知県
真田新平,サナダシンペイ,1959-10-07,長野県
福永悦子,フクナガエツコ,1985-09-18,岐阜県
関根美名子,セキネミナコ,1997-01-08,山口県
安西公平,アンザイコウヘイ,1992-06-09,兵庫県
竹田和幸,タケダカズユキ,1995-11-26,岡山県
桑田昌之,クワタマサユキ,1962-10-25,和歌山県
大森修一,オオモリシュウイチ,1988-09-23,福井県
平塚嘉男,ヒラツカヨシオ,1960-10-31,宮崎県
土肥敦司,ドイアツシ,1983-04-12,島根県
塩沢義雄,シオザワヨシオ,1964-01-27,山梨県
安藤浩司,アンドウコウジ,1969-04-19,兵庫県
小島美玖,オジマミク,1985-11-30,鳥取県
稲葉沙奈,イナバサナ,1978-12-15,茨城県
西本菜摘,ニシモトナツミ,1974-09-22,埼玉県
小畑美希,オバタミキ,1970-01-25,北海道
吉本伸一,ヨシモトシンイチ,1995-07-09,神奈川県
石井定雄,イシイサダオ,1996-04-29,東京都
平川音葉,ヒラカワオトハ,1988-11-23,愛知県
相田真優,アイダマユ,1995-10-19,和歌山県
小椋昌之,オグラマサユキ,1965-12-27,岡山県
金城亜紀子,カナシロアキコ,1996-12-30,茨城県
馬場香奈子,ババカナコ,1983-02-09,愛媛県
下川利奈,シモカワリナ,1968-06-12,大阪府
矢吹玲菜,ヤブキレナ,1967-01-17,群馬県
川口重光,カワグチシゲミツ,1986-12-10,広島県
荒川正毅,アラカワマサキ,1972-05-25,高知県
神崎遥菜,カンザキハルナ,1982-12-11,群馬県
竹村優,タケムラユウ,1980-08-23,熊本県
西原雄太,ニシハラユウタ,1961-07-21,鳥取県
赤羽美波,アカバネミナミ,1958-02-10,茨城県
津田詩乃,ツダシノ,1980-12-08,山口県
広川和枝,ヒロカワカズエ,1986-03-26,新潟県
長崎静雄,ナガサキシズオ,1981-10-26,静岡県
榎本利吉,エノモトリキチ,1962-10-27,大分県
尾崎由実,オザキユミ,1966-08-05,大阪府
宇野英之,ウノヒデユキ,1974-08-18,岡山県
齋藤春夫,サイトウハルオ,1977-06-23,茨城県
武井晴美,タケイハルミ,1990-05-08,宮崎県
吉本章,ヨシモトアキラ,1997-01-19,埼玉県
飛田善太郎,トビタゼンタロウ,1965-10-30,三重県
長沼春美,ナガヌマハルミ,1961-01-23,奈良県
門田日出男,カドタヒデオ,1960-02-08,佐賀県
富沢芽依,トミザワメイ,1967-10-05,東京都
細谷強,ホソヤツヨシ,1961-04-03,京都府
大浦夏子,オオウラナツコ,1995-02-16,岡山県
黒川竹志,クロカワタケシ,1972-10-13,島根県
深田琴乃,フカダコトノ,1981-02-12,熊本県
小暮舞,コグレマイ,1992-04-25,鳥取県
高津栄子,タカツエイコ,1991-03-12,熊本県
熊田鈴,クマダリン,1963-07-08,東京都
山野杏理,ヤマノアンリ,1963-08-15,静岡県
増井美咲,マスイミサキ,1993-03-19,群馬県
鹿島隆志,カシマタカシ,1975-12-26,高知県
福本年子,フクモトトシコ,1973-11-16,神奈川県
片野弘美,カタノヒロミ,1993-08-31,青森県
長野栄太郎,ナガノエイタロウ,1988-07-21,島根県
鶴岡岩生,ツルオカイワオ,1973-03-30,福岡県
高嶋清香,タカシマサヤカ,1965-07-05,静岡県
寺尾遙,テラオハルカ,1958-03-13,和歌山県
新井莉菜,アライリナ,1982-03-01,栃木県
小野寺純一,オノデラジュンイチ,1991-12-20,山梨県
浅野幸平,アサノコウヘイ,1993-03-06,北海道
村田久夫,ムラタヒサオ,1977-02-12,高知県
井川義昭,イカワヨシアキ,1963-06-27,山口県
国分初音,コクブハツネ,1976-07-01,愛知県
浜本清司,ハマモトキヨシ,1995-06-05,北海道
安部聡,アベサトシ,1996-07-09,長崎県
八田信太郎,ヤツタシンタロウ,1974-02-08,宮崎県
大浦良太,オオウラリョウタ,1986-04-21,三重県
山上良平,ヤマガミリョウヘイ,1984-05-22,栃木県
柳隆,ヤナギタカシ,1958-02-16,岐阜県
中岡聡美,ナカオカサトミ,1965-05-11,宮城県
大谷裕美子,オオヤユミコ,1992-02-08,京都府
前田陽子,マエダヨウコ,1962-07-16,愛知県
臼井美緒,ウスイミオ,1973-03-18,静岡県
相原里沙,アイハラリサ,1977-01-15,高知県
大関明日香,オオゼキアスカ,1978-01-27,山梨県
土屋莉乃,ツチヤリノ,1961-11-01,福岡県
前野咲菜,マエノサナ,1994-11-22,三重県
河井明,カワイアキラ,1985-05-18,高知県
生田莉子,イクタリコ,1990-05-04,熊本県
平賀和人,ヒラガカズト,1989-09-05,福岡県
沢村年子,サワムラトシコ,1992-11-20,東京都
岩永正司,イワナガマサシ,1970-09-02,島根県
黒沢一司,クロサワカズシ,1970-02-28,広島県
富岡妙子,トミオカタエコ,1962-12-21,熊本県
金井理歩,カネイリホ,1969-07-06,愛知県
杉山寧々,スギヤマネネ,1990-06-18,岡山県
岩城寛子,イワキヒロコ,1987-07-11,岐阜県
南部利昭,ナンブトシアキ,1994-11-22,山梨県
益子貫一,マスコカンイチ,1975-08-22,静岡県
浦田琴,ウラタコト,1969-01-26,大分県
成田寿晴,ナリタトシハル,1959-12-09,茨城県
小柳真帆,コヤナギマホ,1972-09-15,山形県
田口翠,タグチミドリ,1958-03-20,宮城県
